Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,Bytes,cell_type,Center Name,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Experiment,GEO_Accession (exp),Instrument,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,Sample Name,source_name,SRA Study,Tissue
SRR5354651,ATAC-seq,152,39392168,PRJNA379613,SAMN06614386,15564446,CMP,GEO,public,"fastq,sra,unknown_contigs","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2650876,GSM2541579,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2018-04-29T00:00:00Z,GSM2541579,Bone Marrow CD34+,SRP102089,CD34+ Bone Marrow
SRR5354652,ATAC-seq,152,60329864,PRJNA379613,SAMN06614385,24117391,CMP,GEO,public,"fastq,sra,unknown_contigs","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2650877,GSM2541580,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2018-04-29T00:00:00Z,GSM2541580,Bone Marrow CD34+,SRP102089,CD34+ Bone Marrow
SRR5354653,ATAC-seq,152,7613528,PRJNA379613,SAMN06614384,2662659,CMP,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2650878,GSM2541581,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2018-04-29T00:00:00Z,GSM2541581,Bone Marrow CD34+,SRP102089,CD34+ Bone Marrow
SRR5354654,ATAC-seq,152,100702128,PRJNA379613,SAMN06614383,39530974,CMP,GEO,public,"fastq,sra,unknown_contigs","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2650879,GSM2541582,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2018-04-29T00:00:00Z,GSM2541582,Bone Marrow CD34+,SRP102089,CD34+ Bone Marrow
SRR5354655,ATAC-seq,152,6885752,PRJNA379613,SAMN06614382,2602247,CMP,GEO,public,"fastq,sra,unknown_contigs","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2650880,GSM2541583,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2018-04-29T00:00:00Z,GSM2541583,Bone Marrow CD34+,SRP102089,CD34+ Bone Marrow
SRR5354656,ATAC-seq,152,35709512,PRJNA379613,SAMN06614381,14323246,CMP,GEO,public,"fastq,sra,unknown_contigs","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2650881,GSM2541584,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2018-04-29T00:00:00Z,GSM2541584,Bone Marrow CD34+,SRP102089,CD34+ Bone Marrow
SRR5354657,ATAC-seq,152,73281784,PRJNA379613,SAMN06614380,29319017,CMP,GEO,public,"fastq,sra,unknown_contigs","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2650882,GSM2541585,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2018-04-29T00:00:00Z,GSM2541585,Bone Marrow CD34+,SRP102089,CD34+ Bone Marrow
SRR5354658,ATAC-seq,152,6287784,PRJNA379613,SAMN06614379,2322039,CMP,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2650883,GSM2541586,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2018-04-29T00:00:00Z,GSM2541586,Bone Marrow CD34+,SRP102089,CD34+ Bone Marrow
SRR5354659,ATAC-seq,152,6488880,PRJNA379613,SAMN06614378,2461744,CMP,GEO,public,"fastq,sra,unknown_contigs","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2650884,GSM2541587,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2018-04-29T00:00:00Z,GSM2541587,Bone Marrow CD34+,SRP102089,CD34+ Bone Marrow
SRR5354660,ATAC-seq,152,25390080,PRJNA379613,SAMN06614377,10062008,CMP,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2650885,GSM2541588,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2018-04-29T00:00:00Z,GSM2541588,Bone Marrow CD34+,SRP102089,CD34+ Bone Marrow
SRR5354661,ATAC-seq,152,66913744,PRJNA379613,SAMN06614376,27154934,CMP,GEO,public,"fastq,sra,unknown_contigs","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2650886,GSM2541589,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2018-04-29T00:00:00Z,GSM2541589,Bone Marrow CD34+,SRP102089,CD34+ Bone Marrow
SRR5354662,ATAC-seq,152,5687536,PRJNA379613,SAMN06614375,2179329,CMP,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2650887,GSM2541590,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2018-04-29T00:00:00Z,GSM2541590,Bone Marrow CD34+,SRP102089,CD34+ Bone Marrow
SRR5354663,ATAC-seq,152,56507368,PRJNA379613,SAMN06614374,22708514,CMP,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2650888,GSM2541591,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2018-04-29T00:00:00Z,GSM2541591,Bone Marrow CD34+,SRP102089,CD34+ Bone Marrow
SRR5354664,ATAC-seq,152,67899920,PRJNA379613,SAMN06614373,27656096,CMP,GEO,public,"fastq,sra,unknown_contigs","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2650889,GSM2541592,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2018-04-29T00:00:00Z,GSM2541592,Bone Marrow CD34+,SRP102089,CD34+ Bone Marrow
SRR5354665,ATAC-seq,152,7904304,PRJNA379613,SAMN06614372,2830440,CMP,GEO,public,"fastq,sra,unknown_contigs","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2650890,GSM2541593,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2018-04-29T00:00:00Z,GSM2541593,Bone Marrow CD34+,SRP102089,CD34+ Bone Marrow
SRR5354666,ATAC-seq,152,51608560,PRJNA379613,SAMN06614371,20981542,CMP,GEO,public,"fastq,sra,unknown_contigs","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2650891,GSM2541594,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2018-04-29T00:00:00Z,GSM2541594,Bone Marrow CD34+,SRP102089,CD34+ Bone Marrow
SRR5354667,ATAC-seq,152,27083208,PRJNA379613,SAMN06614370,11080686,CMP,GEO,public,"fastq,sra,unknown_contigs","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2650892,GSM2541595,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2018-04-29T00:00:00Z,GSM2541595,Bone Marrow CD34+,SRP102089,CD34+ Bone Marrow
SRR5354668,ATAC-seq,152,35377392,PRJNA379613,SAMN06614369,14103547,CMP,GEO,public,"fastq,sra,unknown_contigs","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2650893,GSM2541596,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2018-04-29T00:00:00Z,GSM2541596,Bone Marrow CD34+,SRP102089,CD34+ Bone Marrow
SRR5354669,ATAC-seq,152,104182624,PRJNA379613,SAMN06614368,42296184,CMP,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2650894,GSM2541597,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2018-04-29T00:00:00Z,GSM2541597,Bone Marrow CD34+,SRP102089,CD34+ Bone Marrow
SRR5354670,ATAC-seq,152,22639640,PRJNA379613,SAMN06614367,9143290,CMP,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2650895,GSM2541598,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2018-04-29T00:00:00Z,GSM2541598,Bone Marrow CD34+,SRP102089,CD34+ Bone Marrow
SRR5354671,ATAC-seq,152,29597440,PRJNA379613,SAMN06614366,12104678,CMP,GEO,public,"fastq,sra,unknown_contigs","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2650896,GSM2541599,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2018-04-29T00:00:00Z,GSM2541599,Bone Marrow CD34+,SRP102089,CD34+ Bone Marrow
SRR5354672,ATAC-seq,152,25711408,PRJNA379613,SAMN06614365,10283477,CMP,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2650897,GSM2541600,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2018-04-29T00:00:00Z,GSM2541600,Bone Marrow CD34+,SRP102089,CD34+ Bone Marrow
SRR5354673,ATAC-seq,152,14469032,PRJNA379613,SAMN06614364,5984310,CMP,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2650898,GSM2541601,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2018-04-29T00:00:00Z,GSM2541601,Bone Marrow CD34+,SRP102089,CD34+ Bone Marrow
SRR5354674,ATAC-seq,152,71493504,PRJNA379613,SAMN06614363,29121234,CMP,GEO,public,"fastq,sra,unknown_contigs","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2650899,GSM2541602,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2018-04-29T00:00:00Z,GSM2541602,Bone Marrow CD34+,SRP102089,CD34+ Bone Marrow
SRR5354675,ATAC-seq,152,22330168,PRJNA379613,SAMN06614362,8965799,CMP,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2650900,GSM2541603,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2018-04-29T00:00:00Z,GSM2541603,Bone Marrow CD34+,SRP102089,CD34+ Bone Marrow
SRR5354676,ATAC-seq,152,79859432,PRJNA379613,SAMN06614049,32458881,CMP,GEO,public,"fastq,sra,unknown_contigs","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2650901,GSM2541604,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2018-04-29T00:00:00Z,GSM2541604,Bone Marrow CD34+,SRP102089,CD34+ Bone Marrow
SRR5354677,ATAC-seq,152,33783672,PRJNA379613,SAMN06614048,13537789,CMP,GEO,public,"fastq,sra,unknown_contigs","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2650902,GSM2541605,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2018-04-29T00:00:00Z,GSM2541605,Bone Marrow CD34+,SRP102089,CD34+ Bone Marrow
SRR5354678,ATAC-seq,152,36692496,PRJNA379613,SAMN06614047,14787448,CMP,GEO,public,"fastq,sra,unknown_contigs","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2650903,GSM2541606,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2018-04-29T00:00:00Z,GSM2541606,Bone Marrow CD34+,SRP102089,CD34+ Bone Marrow
SRR5354679,ATAC-seq,152,40326208,PRJNA379613,SAMN06614046,17614328,CMP,GEO,public,"fastq,sra,unknown_contigs","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2650904,GSM2541607,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2018-04-29T00:00:00Z,GSM2541607,Bone Marrow CD34+,SRP102089,CD34+ Bone Marrow
SRR5354680,ATAC-seq,152,56406440,PRJNA379613,SAMN06614361,22755255,CMP,GEO,public,"fastq,sra,unknown_contigs","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2650905,GSM2541608,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2018-04-29T00:00:00Z,GSM2541608,Bone Marrow CD34+,SRP102089,CD34+ Bone Marrow
SRR5354681,ATAC-seq,152,52016984,PRJNA379613,SAMN06614050,21203504,CMP,GEO,public,"fastq,sra,unknown_contigs","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2650906,GSM2541609,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2018-04-29T00:00:00Z,GSM2541609,Bone Marrow CD34+,SRP102089,CD34+ Bone Marrow
SRR5354682,ATAC-seq,152,5843032,PRJNA379613,SAMN06614045,2223752,CMP,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2650907,GSM2541610,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2018-04-29T00:00:00Z,GSM2541610,Bone Marrow CD34+,SRP102089,CD34+ Bone Marrow
SRR5354683,ATAC-seq,152,58619408,PRJNA379613,SAMN06614044,23463633,CMP,GEO,public,"fastq,sra,unknown_contigs","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2650908,GSM2541611,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2018-04-29T00:00:00Z,GSM2541611,Bone Marrow CD34+,SRP102089,CD34+ Bone Marrow
SRR5354684,ATAC-seq,152,33955888,PRJNA379613,SAMN06614043,13714638,CMP,GEO,public,"fastq,sra,unknown_contigs","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2650909,GSM2541612,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2018-04-29T00:00:00Z,GSM2541612,Bone Marrow CD34+,SRP102089,CD34+ Bone Marrow
SRR5354685,ATAC-seq,152,104085952,PRJNA379613,SAMN06614042,41805823,CMP,GEO,public,"fastq,sra,unknown_contigs","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2650910,GSM2541613,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2018-04-29T00:00:00Z,GSM2541613,Bone Marrow CD34+,SRP102089,CD34+ Bone Marrow
SRR5354686,ATAC-seq,152,29427352,PRJNA379613,SAMN06614041,11874535,CMP,GEO,public,"fastq,sra,unknown_contigs","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2650911,GSM2541614,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2018-04-29T00:00:00Z,GSM2541614,Bone Marrow CD34+,SRP102089,CD34+ Bone Marrow
SRR5354687,ATAC-seq,152,8853544,PRJNA379613,SAMN06614040,3075743,CMP,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2650912,GSM2541615,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2018-04-29T00:00:00Z,GSM2541615,Bone Marrow CD34+,SRP102089,CD34+ Bone Marrow
SRR5354688,ATAC-seq,152,82872072,PRJNA379613,SAMN06614039,33361405,CMP,GEO,public,"fastq,sra,unknown_contigs","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2650913,GSM2541616,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2018-04-29T00:00:00Z,GSM2541616,Bone Marrow CD34+,SRP102089,CD34+ Bone Marrow
SRR5354689,ATAC-seq,152,121914640,PRJNA379613,SAMN06614038,48473787,CMP,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2650914,GSM2541617,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2018-04-29T00:00:00Z,GSM2541617,Bone Marrow CD34+,SRP102089,CD34+ Bone Marrow
SRR5354690,ATAC-seq,152,101917976,PRJNA379613,SAMN06614037,40516828,CMP,GEO,public,"fastq,sra,unknown_contigs","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2650915,GSM2541618,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2018-04-29T00:00:00Z,GSM2541618,Bone Marrow CD34+,SRP102089,CD34+ Bone Marrow
SRR5354691,ATAC-seq,152,8838040,PRJNA379613,SAMN06614036,3427930,CMP,GEO,public,"fastq,sra,unknown_contigs","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2650916,GSM2541619,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2018-04-29T00:00:00Z,GSM2541619,Bone Marrow CD34+,SRP102089,CD34+ Bone Marrow
SRR5354692,ATAC-seq,152,16991472,PRJNA379613,SAMN06614035,6814578,CMP,GEO,public,"fastq,sra,unknown_contigs","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2650917,GSM2541620,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2018-04-29T00:00:00Z,GSM2541620,Bone Marrow CD34+,SRP102089,CD34+ Bone Marrow
SRR5354693,ATAC-seq,152,7406656,PRJNA379613,SAMN06614034,2670375,CMP,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2650918,GSM2541621,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2018-04-29T00:00:00Z,GSM2541621,Bone Marrow CD34+,SRP102089,CD34+ Bone Marrow
SRR5354694,ATAC-seq,152,8778000,PRJNA379613,SAMN06614033,3382163,CMP,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2650919,GSM2541622,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2018-04-29T00:00:00Z,GSM2541622,Bone Marrow CD34+,SRP102089,CD34+ Bone Marrow
SRR5354695,ATAC-seq,152,91240432,PRJNA379613,SAMN06614032,36534308,CMP,GEO,public,"fastq,sra,unknown_contigs","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2650920,GSM2541623,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2018-04-29T00:00:00Z,GSM2541623,Bone Marrow CD34+,SRP102089,CD34+ Bone Marrow
SRR5354696,ATAC-seq,152,96945752,PRJNA379613,SAMN06614296,38884007,CMP,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2650921,GSM2541624,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2018-04-29T00:00:00Z,GSM2541624,Bone Marrow CD34+,SRP102089,CD34+ Bone Marrow
SRR5354697,ATAC-seq,152,58427888,PRJNA379613,SAMN06614295,23926625,CMP,GEO,public,"fastq,sra,unknown_contigs","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2650922,GSM2541625,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2018-04-29T00:00:00Z,GSM2541625,Bone Marrow CD34+,SRP102089,CD34+ Bone Marrow
SRR5354698,ATAC-seq,152,31098896,PRJNA379613,SAMN06614294,13141184,CMP,GEO,public,"fastq,sra,unknown_contigs","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2650923,GSM2541626,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2018-04-29T00:00:00Z,GSM2541626,Bone Marrow CD34+,SRP102089,CD34+ Bone Marrow
SRR5354699,ATAC-seq,152,55862128,PRJNA379613,SAMN06614293,22562842,CMP,GEO,public,"fastq,sra,unknown_contigs","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2650924,GSM2541627,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2018-04-29T00:00:00Z,GSM2541627,Bone Marrow CD34+,SRP102089,CD34+ Bone Marrow
SRR5354700,ATAC-seq,152,7035168,PRJNA379613,SAMN06614292,2753433,CMP,GEO,public,"fastq,sra,unknown_contigs","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2650925,GSM2541628,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2018-04-29T00:00:00Z,GSM2541628,Bone Marrow CD34+,SRP102089,CD34+ Bone Marrow
SRR5354701,ATAC-seq,152,48387224,PRJNA379613,SAMN06614291,19803527,CMP,GEO,public,"fastq,sra,unknown_contigs","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2650926,GSM2541629,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2018-04-29T00:00:00Z,GSM2541629,Bone Marrow CD34+,SRP102089,CD34+ Bone Marrow
SRR5354702,ATAC-seq,152,17252304,PRJNA379613,SAMN06614290,6961764,CMP,GEO,public,"fastq,sra,unknown_contigs","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2650927,GSM2541630,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2018-04-29T00:00:00Z,GSM2541630,Bone Marrow CD34+,SRP102089,CD34+ Bone Marrow
SRR5354703,ATAC-seq,152,20572592,PRJNA379613,SAMN06614289,8586075,CMP,GEO,public,"fastq,sra,unknown_contigs","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2650928,GSM2541631,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2018-04-29T00:00:00Z,GSM2541631,Bone Marrow CD34+,SRP102089,CD34+ Bone Marrow
SRR5354704,ATAC-seq,152,6037288,PRJNA379613,SAMN06614288,2234858,CMP,GEO,public,"fastq,sra,unknown_contigs","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2650929,GSM2541632,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2018-04-29T00:00:00Z,GSM2541632,Bone Marrow CD34+,SRP102089,CD34+ Bone Marrow
SRR5354705,ATAC-seq,152,21963696,PRJNA379613,SAMN06614287,9282730,CMP,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2650930,GSM2541633,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2018-04-29T00:00:00Z,GSM2541633,Bone Marrow CD34+,SRP102089,CD34+ Bone Marrow
SRR5354706,ATAC-seq,152,56974160,PRJNA379613,SAMN06614286,24085704,CMP,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2650931,GSM2541634,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2018-04-29T00:00:00Z,GSM2541634,Bone Marrow CD34+,SRP102089,CD34+ Bone Marrow
SRR5354707,ATAC-seq,152,48957680,PRJNA379613,SAMN06614678,20656434,CMP,GEO,public,"fastq,sra,unknown_contigs","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2650932,GSM2541635,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2018-04-29T00:00:00Z,GSM2541635,Bone Marrow CD34+,SRP102089,CD34+ Bone Marrow
SRR5354708,ATAC-seq,152,16256248,PRJNA379613,SAMN06614673,7584066,CMP,GEO,public,"fastq,sra,unknown_contigs","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2650933,GSM2541636,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2018-04-29T00:00:00Z,GSM2541636,Bone Marrow CD34+,SRP102089,CD34+ Bone Marrow
SRR5354709,ATAC-seq,152,9514288,PRJNA379613,SAMN06614672,3840192,CMP,GEO,public,"fastq,sra,unknown_contigs","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2650934,GSM2541637,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2018-04-29T00:00:00Z,GSM2541637,Bone Marrow CD34+,SRP102089,CD34+ Bone Marrow
SRR5354710,ATAC-seq,152,48747920,PRJNA379613,SAMN06614677,19421452,CMP,GEO,public,"fastq,sra,unknown_contigs","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2650935,GSM2541638,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2018-04-29T00:00:00Z,GSM2541638,Bone Marrow CD34+,SRP102089,CD34+ Bone Marrow
SRR5354711,ATAC-seq,152,8665824,PRJNA379613,SAMN06614676,3041054,CMP,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2650936,GSM2541639,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2018-04-29T00:00:00Z,GSM2541639,Bone Marrow CD34+,SRP102089,CD34+ Bone Marrow
SRR5354712,ATAC-seq,152,99411496,PRJNA379613,SAMN06614675,39630504,CMP,GEO,public,"fastq,sra,unknown_contigs","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2650937,GSM2541640,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2018-04-29T00:00:00Z,GSM2541640,Bone Marrow CD34+,SRP102089,CD34+ Bone Marrow
SRR5354713,ATAC-seq,152,72728048,PRJNA379613,SAMN06614674,28886326,CMP,GEO,public,"fastq,sra,unknown_contigs","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2650938,GSM2541641,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2018-04-29T00:00:00Z,GSM2541641,Bone Marrow CD34+,SRP102089,CD34+ Bone Marrow
SRR5354714,ATAC-seq,152,81771592,PRJNA379613,SAMN06614671,32557516,CMP,GEO,public,"fastq,sra,unknown_contigs","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2650939,GSM2541642,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2018-04-29T00:00:00Z,GSM2541642,Bone Marrow CD34+,SRP102089,CD34+ Bone Marrow
SRR5354715,ATAC-seq,152,7368352,PRJNA379613,SAMN06614670,2773510,CMP,GEO,public,"fastq,sra,unknown_contigs","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2650940,GSM2541643,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2018-04-29T00:00:00Z,GSM2541643,Bone Marrow CD34+,SRP102089,CD34+ Bone Marrow
SRR5354716,ATAC-seq,152,55471792,PRJNA379613,SAMN06614669,22250063,CMP,GEO,public,"fastq,sra,unknown_contigs","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2650941,GSM2541644,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2018-04-29T00:00:00Z,GSM2541644,Bone Marrow CD34+,SRP102089,CD34+ Bone Marrow
SRR5354717,ATAC-seq,152,54830504,PRJNA379613,SAMN06614668,21962199,CMP,GEO,public,"fastq,sra,unknown_contigs","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2650942,GSM2541645,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2018-04-29T00:00:00Z,GSM2541645,Bone Marrow CD34+,SRP102089,CD34+ Bone Marrow
SRR5354718,ATAC-seq,152,108250448,PRJNA379613,SAMN06614667,42911371,CMP,GEO,public,"fastq,sra,unknown_contigs","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2650943,GSM2541646,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2018-04-29T00:00:00Z,GSM2541646,Bone Marrow CD34+,SRP102089,CD34+ Bone Marrow
