Accession,Title,Sample Type,Taxonomy,Channels,Platform,Series,Supplementary Types,Supplementary Links,SRA Accession,Contact,Release Date
GSM2541594,"singles-20160726-scATAC-BM1214-CMP-LS-42","SRA","Homo sapiens",1,GPL18573,GSE96769;GSE96772,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX2650891",SRX2650891,"Jason Daniel Buenrostro","Apr 26, 2018"
GSM2541595,"singles-20160726-scATAC-BM1214-CMP-LS-43","SRA","Homo sapiens",1,GPL18573,GSE96769;GSE96772,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX2650892",SRX2650892,"Jason Daniel Buenrostro","Apr 26, 2018"
GSM2541596,"singles-20160726-scATAC-BM1214-CMP-LS-44","SRA","Homo sapiens",1,GPL18573,GSE96769;GSE96772,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX2650893",SRX2650893,"Jason Daniel Buenrostro","Apr 26, 2018"
GSM2541597,"singles-20160726-scATAC-BM1214-CMP-LS-45","SRA","Homo sapiens",1,GPL18573,GSE96769;GSE96772,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX2650894",SRX2650894,"Jason Daniel Buenrostro","Apr 26, 2018"
GSM2541598,"singles-20160726-scATAC-BM1214-CMP-LS-46","SRA","Homo sapiens",1,GPL18573,GSE96769;GSE96772,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX2650895",SRX2650895,"Jason Daniel Buenrostro","Apr 26, 2018"
GSM2541599,"singles-20160726-scATAC-BM1214-CMP-LS-47","SRA","Homo sapiens",1,GPL18573,GSE96769;GSE96772,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX2650896",SRX2650896,"Jason Daniel Buenrostro","Apr 26, 2018"
GSM2541600,"singles-20160726-scATAC-BM1214-CMP-LS-48","SRA","Homo sapiens",1,GPL18573,GSE96769;GSE96772,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX2650897",SRX2650897,"Jason Daniel Buenrostro","Apr 26, 2018"
GSM2541601,"singles-20160726-scATAC-BM1214-CMP-LS-49","SRA","Homo sapiens",1,GPL18573,GSE96769;GSE96772,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX2650898",SRX2650898,"Jason Daniel Buenrostro","Apr 26, 2018"
GSM2541602,"singles-20160726-scATAC-BM1214-CMP-LS-50","SRA","Homo sapiens",1,GPL18573,GSE96769;GSE96772,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX2650899",SRX2650899,"Jason Daniel Buenrostro","Apr 26, 2018"
GSM2541603,"singles-20160726-scATAC-BM1214-CMP-LS-51","SRA","Homo sapiens",1,GPL18573,GSE96769;GSE96772,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX2650900",SRX2650900,"Jason Daniel Buenrostro","Apr 26, 2018"
GSM2541604,"singles-20160726-scATAC-BM1214-CMP-LS-52","SRA","Homo sapiens",1,GPL18573,GSE96769;GSE96772,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX2650901",SRX2650901,"Jason Daniel Buenrostro","Apr 26, 2018"
GSM2541605,"singles-20160726-scATAC-BM1214-CMP-LS-53","SRA","Homo sapiens",1,GPL18573,GSE96769;GSE96772,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX2650902",SRX2650902,"Jason Daniel Buenrostro","Apr 26, 2018"
GSM2541606,"singles-20160726-scATAC-BM1214-CMP-LS-54","SRA","Homo sapiens",1,GPL18573,GSE96769;GSE96772,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX2650903",SRX2650903,"Jason Daniel Buenrostro","Apr 26, 2018"
GSM2541607,"singles-20160726-scATAC-BM1214-CMP-LS-55","SRA","Homo sapiens",1,GPL18573,GSE96769;GSE96772,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX2650904",SRX2650904,"Jason Daniel Buenrostro","Apr 26, 2018"
GSM2541608,"singles-20160726-scATAC-BM1214-CMP-LS-56","SRA","Homo sapiens",1,GPL18573,GSE96769;GSE96772,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX2650905",SRX2650905,"Jason Daniel Buenrostro","Apr 26, 2018"
GSM2541609,"singles-20160726-scATAC-BM1214-CMP-LS-57","SRA","Homo sapiens",1,GPL18573,GSE96769;GSE96772,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX2650906",SRX2650906,"Jason Daniel Buenrostro","Apr 26, 2018"
GSM2541610,"singles-20160726-scATAC-BM1214-CMP-LS-58","SRA","Homo sapiens",1,GPL18573,GSE96769;GSE96772,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX2650907",SRX2650907,"Jason Daniel Buenrostro","Apr 26, 2018"
GSM2541611,"singles-20160726-scATAC-BM1214-CMP-LS-59","SRA","Homo sapiens",1,GPL18573,GSE96769;GSE96772,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX2650908",SRX2650908,"Jason Daniel Buenrostro","Apr 26, 2018"
GSM2541612,"singles-20160726-scATAC-BM1214-CMP-LS-60","SRA","Homo sapiens",1,GPL18573,GSE96769;GSE96772,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX2650909",SRX2650909,"Jason Daniel Buenrostro","Apr 26, 2018"
GSM2541613,"singles-20160726-scATAC-BM1214-CMP-LS-61","SRA","Homo sapiens",1,GPL18573,GSE96769;GSE96772,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX2650910",SRX2650910,"Jason Daniel Buenrostro","Apr 26, 2018"
GSM2541614,"singles-20160726-scATAC-BM1214-CMP-LS-62","SRA","Homo sapiens",1,GPL18573,GSE96769;GSE96772,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX2650911",SRX2650911,"Jason Daniel Buenrostro","Apr 26, 2018"
GSM2541615,"singles-20160726-scATAC-BM1214-CMP-LS-63","SRA","Homo sapiens",1,GPL18573,GSE96769;GSE96772,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX2650912",SRX2650912,"Jason Daniel Buenrostro","Apr 26, 2018"
GSM2541616,"singles-20160726-scATAC-BM1214-CMP-LS-64","SRA","Homo sapiens",1,GPL18573,GSE96769;GSE96772,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX2650913",SRX2650913,"Jason Daniel Buenrostro","Apr 26, 2018"
GSM2541617,"singles-20160726-scATAC-BM1214-CMP-LS-65","SRA","Homo sapiens",1,GPL18573,GSE96769;GSE96772,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX2650914",SRX2650914,"Jason Daniel Buenrostro","Apr 26, 2018"
GSM2541618,"singles-20160726-scATAC-BM1214-CMP-LS-66","SRA","Homo sapiens",1,GPL18573,GSE96769;GSE96772,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX2650915",SRX2650915,"Jason Daniel Buenrostro","Apr 26, 2018"
GSM2541619,"singles-20160726-scATAC-BM1214-CMP-LS-67","SRA","Homo sapiens",1,GPL18573,GSE96769;GSE96772,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX2650916",SRX2650916,"Jason Daniel Buenrostro","Apr 26, 2018"
GSM2541620,"singles-20160726-scATAC-BM1214-CMP-LS-68","SRA","Homo sapiens",1,GPL18573,GSE96769;GSE96772,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX2650917",SRX2650917,"Jason Daniel Buenrostro","Apr 26, 2018"
GSM2541621,"singles-20160726-scATAC-BM1214-CMP-LS-69","SRA","Homo sapiens",1,GPL18573,GSE96769;GSE96772,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX2650918",SRX2650918,"Jason Daniel Buenrostro","Apr 26, 2018"
GSM2541622,"singles-20160726-scATAC-BM1214-CMP-LS-70","SRA","Homo sapiens",1,GPL18573,GSE96769;GSE96772,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX2650919",SRX2650919,"Jason Daniel Buenrostro","Apr 26, 2018"
GSM2541623,"singles-20160726-scATAC-BM1214-CMP-LS-71","SRA","Homo sapiens",1,GPL18573,GSE96769;GSE96772,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX2650920",SRX2650920,"Jason Daniel Buenrostro","Apr 26, 2018"
GSM2541624,"singles-20160726-scATAC-BM1214-CMP-LS-72","SRA","Homo sapiens",1,GPL18573,GSE96769;GSE96772,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX2650921",SRX2650921,"Jason Daniel Buenrostro","Apr 26, 2018"
GSM2541625,"singles-20160726-scATAC-BM1214-CMP-LS-73","SRA","Homo sapiens",1,GPL18573,GSE96769;GSE96772,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX2650922",SRX2650922,"Jason Daniel Buenrostro","Apr 26, 2018"
GSM2541626,"singles-20160726-scATAC-BM1214-CMP-LS-74","SRA","Homo sapiens",1,GPL18573,GSE96769;GSE96772,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX2650923",SRX2650923,"Jason Daniel Buenrostro","Apr 26, 2018"
GSM2541627,"singles-20160726-scATAC-BM1214-CMP-LS-75","SRA","Homo sapiens",1,GPL18573,GSE96769;GSE96772,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX2650924",SRX2650924,"Jason Daniel Buenrostro","Apr 26, 2018"
GSM2541628,"singles-20160726-scATAC-BM1214-CMP-LS-76","SRA","Homo sapiens",1,GPL18573,GSE96769;GSE96772,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX2650925",SRX2650925,"Jason Daniel Buenrostro","Apr 26, 2018"
GSM2541629,"singles-20160726-scATAC-BM1214-CMP-LS-77","SRA","Homo sapiens",1,GPL18573,GSE96769;GSE96772,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX2650926",SRX2650926,"Jason Daniel Buenrostro","Apr 26, 2018"
GSM2541630,"singles-20160726-scATAC-BM1214-CMP-LS-78","SRA","Homo sapiens",1,GPL18573,GSE96769;GSE96772,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX2650927",SRX2650927,"Jason Daniel Buenrostro","Apr 26, 2018"
GSM2541631,"singles-20160726-scATAC-BM1214-CMP-LS-79","SRA","Homo sapiens",1,GPL18573,GSE96769;GSE96772,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX2650928",SRX2650928,"Jason Daniel Buenrostro","Apr 26, 2018"
GSM2541632,"singles-20160726-scATAC-BM1214-CMP-LS-80","SRA","Homo sapiens",1,GPL18573,GSE96769;GSE96772,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX2650929",SRX2650929,"Jason Daniel Buenrostro","Apr 26, 2018"
GSM2541633,"singles-20160726-scATAC-BM1214-CMP-LS-81","SRA","Homo sapiens",1,GPL18573,GSE96769;GSE96772,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX2650930",SRX2650930,"Jason Daniel Buenrostro","Apr 26, 2018"
GSM2541634,"singles-20160726-scATAC-BM1214-CMP-LS-82","SRA","Homo sapiens",1,GPL18573,GSE96769;GSE96772,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX2650931",SRX2650931,"Jason Daniel Buenrostro","Apr 26, 2018"
GSM2541635,"singles-20160726-scATAC-BM1214-CMP-LS-83","SRA","Homo sapiens",1,GPL18573,GSE96769;GSE96772,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX2650932",SRX2650932,"Jason Daniel Buenrostro","Apr 26, 2018"
GSM2541636,"singles-20160726-scATAC-BM1214-CMP-LS-84","SRA","Homo sapiens",1,GPL18573,GSE96769;GSE96772,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX2650933",SRX2650933,"Jason Daniel Buenrostro","Apr 26, 2018"
GSM2541637,"singles-20160726-scATAC-BM1214-CMP-LS-85","SRA","Homo sapiens",1,GPL18573,GSE96769;GSE96772,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX2650934",SRX2650934,"Jason Daniel Buenrostro","Apr 26, 2018"
GSM2541638,"singles-20160726-scATAC-BM1214-CMP-LS-86","SRA","Homo sapiens",1,GPL18573,GSE96769;GSE96772,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX2650935",SRX2650935,"Jason Daniel Buenrostro","Apr 26, 2018"
GSM2541639,"singles-20160726-scATAC-BM1214-CMP-LS-87","SRA","Homo sapiens",1,GPL18573,GSE96769;GSE96772,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX2650936",SRX2650936,"Jason Daniel Buenrostro","Apr 26, 2018"
GSM2541640,"singles-20160726-scATAC-BM1214-CMP-LS-88","SRA","Homo sapiens",1,GPL18573,GSE96769;GSE96772,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX2650937",SRX2650937,"Jason Daniel Buenrostro","Apr 26, 2018"
GSM2541641,"singles-20160726-scATAC-BM1214-CMP-LS-89","SRA","Homo sapiens",1,GPL18573,GSE96769;GSE96772,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX2650938",SRX2650938,"Jason Daniel Buenrostro","Apr 26, 2018"
GSM2541642,"singles-20160726-scATAC-BM1214-CMP-LS-90","SRA","Homo sapiens",1,GPL18573,GSE96769;GSE96772,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX2650939",SRX2650939,"Jason Daniel Buenrostro","Apr 26, 2018"
GSM2541643,"singles-20160726-scATAC-BM1214-CMP-LS-91","SRA","Homo sapiens",1,GPL18573,GSE96769;GSE96772,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX2650940",SRX2650940,"Jason Daniel Buenrostro","Apr 26, 2018"
GSM2541644,"singles-20160726-scATAC-BM1214-CMP-LS-92","SRA","Homo sapiens",1,GPL18573,GSE96769;GSE96772,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX2650941",SRX2650941,"Jason Daniel Buenrostro","Apr 26, 2018"
GSM2541645,"singles-20160726-scATAC-BM1214-CMP-LS-93","SRA","Homo sapiens",1,GPL18573,GSE96769;GSE96772,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX2650942",SRX2650942,"Jason Daniel Buenrostro","Apr 26, 2018"
GSM2541646,"singles-20160726-scATAC-BM1214-CMP-LS-94","SRA","Homo sapiens",1,GPL18573,GSE96769;GSE96772,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX2650943",SRX2650943,"Jason Daniel Buenrostro","Apr 26, 2018"
GSM2541647,"singles-20160726-scATAC-BM1214-CMP-LS-95","SRA","Homo sapiens",1,GPL18573,GSE96769;GSE96772,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX2650944",SRX2650944,"Jason Daniel Buenrostro","Apr 26, 2018"
GSM2541648,"singles-20160726-scATAC-BM1214-CMP-LS-96","SRA","Homo sapiens",1,GPL18573,GSE96769;GSE96772,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX2650945",SRX2650945,"Jason Daniel Buenrostro","Apr 26, 2018"
GSM2541649,"singles-BM0828-CMP-frozen-151118-1","SRA","Homo sapiens",1,GPL18573,GSE96769;GSE96772,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX2650946",SRX2650946,"Jason Daniel Buenrostro","Apr 26, 2018"
GSM2541650,"singles-BM0828-CMP-frozen-151118-2","SRA","Homo sapiens",1,GPL18573,GSE96769;GSE96772,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX2650947",SRX2650947,"Jason Daniel Buenrostro","Apr 26, 2018"
GSM2541651,"singles-BM0828-CMP-frozen-151118-3","SRA","Homo sapiens",1,GPL18573,GSE96769;GSE96772,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX2650948",SRX2650948,"Jason Daniel Buenrostro","Apr 26, 2018"
GSM2541652,"singles-BM0828-CMP-frozen-151118-4","SRA","Homo sapiens",1,GPL18573,GSE96769;GSE96772,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX2650949",SRX2650949,"Jason Daniel Buenrostro","Apr 26, 2018"
GSM2541653,"singles-BM0828-CMP-frozen-151118-5","SRA","Homo sapiens",1,GPL18573,GSE96769;GSE96772,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX2650950",SRX2650950,"Jason Daniel Buenrostro","Apr 26, 2018"
GSM2541654,"singles-BM0828-CMP-frozen-151118-6","SRA","Homo sapiens",1,GPL18573,GSE96769;GSE96772,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX2650951",SRX2650951,"Jason Daniel Buenrostro","Apr 26, 2018"
GSM2541655,"singles-BM0828-CMP-frozen-151118-7","SRA","Homo sapiens",1,GPL18573,GSE96769;GSE96772,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX2650952",SRX2650952,"Jason Daniel Buenrostro","Apr 26, 2018"
GSM2541656,"singles-BM0828-CMP-frozen-151118-8","SRA","Homo sapiens",1,GPL18573,GSE96769;GSE96772,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX2650953",SRX2650953,"Jason Daniel Buenrostro","Apr 26, 2018"
GSM2541657,"singles-BM0828-CMP-frozen-151118-9","SRA","Homo sapiens",1,GPL18573,GSE96769;GSE96772,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX2650954",SRX2650954,"Jason Daniel Buenrostro","Apr 26, 2018"
GSM2541658,"singles-BM0828-CMP-frozen-151118-10","SRA","Homo sapiens",1,GPL18573,GSE96769;GSE96772,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX2650955",SRX2650955,"Jason Daniel Buenrostro","Apr 26, 2018"
GSM2541659,"singles-BM0828-CMP-frozen-151118-11","SRA","Homo sapiens",1,GPL18573,GSE96769;GSE96772,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX2650956",SRX2650956,"Jason Daniel Buenrostro","Apr 26, 2018"
GSM2541660,"singles-BM0828-CMP-frozen-151118-12","SRA","Homo sapiens",1,GPL18573,GSE96769;GSE96772,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX2650957",SRX2650957,"Jason Daniel Buenrostro","Apr 26, 2018"
GSM2541661,"singles-BM0828-CMP-frozen-151118-13","SRA","Homo sapiens",1,GPL18573,GSE96769;GSE96772,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX2650958",SRX2650958,"Jason Daniel Buenrostro","Apr 26, 2018"
GSM2541662,"singles-BM0828-CMP-frozen-151118-14","SRA","Homo sapiens",1,GPL18573,GSE96769;GSE96772,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX2650959",SRX2650959,"Jason Daniel Buenrostro","Apr 26, 2018"
GSM2541663,"singles-BM0828-CMP-frozen-151118-15","SRA","Homo sapiens",1,GPL18573,GSE96769;GSE96772,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX2650960",SRX2650960,"Jason Daniel Buenrostro","Apr 26, 2018"
GSM2541664,"singles-BM0828-CMP-frozen-151118-16","SRA","Homo sapiens",1,GPL18573,GSE96769;GSE96772,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX2650961",SRX2650961,"Jason Daniel Buenrostro","Apr 26, 2018"
GSM2541665,"singles-BM0828-CMP-frozen-151118-17","SRA","Homo sapiens",1,GPL18573,GSE96769;GSE96772,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX2650962",SRX2650962,"Jason Daniel Buenrostro","Apr 26, 2018"
GSM2541666,"singles-BM0828-CMP-frozen-151118-18","SRA","Homo sapiens",1,GPL18573,GSE96769;GSE96772,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX2650963",SRX2650963,"Jason Daniel Buenrostro","Apr 26, 2018"
GSM2541667,"singles-BM0828-CMP-frozen-151118-19","SRA","Homo sapiens",1,GPL18573,GSE96769;GSE96772,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX2650964",SRX2650964,"Jason Daniel Buenrostro","Apr 26, 2018"
GSM2541668,"singles-BM0828-CMP-frozen-151118-20","SRA","Homo sapiens",1,GPL18573,GSE96769;GSE96772,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX2650965",SRX2650965,"Jason Daniel Buenrostro","Apr 26, 2018"
GSM2541669,"singles-BM0828-CMP-frozen-151118-21","SRA","Homo sapiens",1,GPL18573,GSE96769;GSE96772,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX2650966",SRX2650966,"Jason Daniel Buenrostro","Apr 26, 2018"
GSM2541670,"singles-BM0828-CMP-frozen-151118-22","SRA","Homo sapiens",1,GPL18573,GSE96769;GSE96772,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX2650967",SRX2650967,"Jason Daniel Buenrostro","Apr 26, 2018"
GSM2541671,"singles-BM0828-CMP-frozen-151118-23","SRA","Homo sapiens",1,GPL18573,GSE96769;GSE96772,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX2650968",SRX2650968,"Jason Daniel Buenrostro","Apr 26, 2018"
GSM2541672,"singles-BM0828-CMP-frozen-151118-24","SRA","Homo sapiens",1,GPL18573,GSE96769;GSE96772,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX2650969",SRX2650969,"Jason Daniel Buenrostro","Apr 26, 2018"
GSM2541673,"singles-BM0828-CMP-frozen-151118-25","SRA","Homo sapiens",1,GPL18573,GSE96769;GSE96772,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX2650970",SRX2650970,"Jason Daniel Buenrostro","Apr 26, 2018"
GSM2541674,"singles-BM0828-CMP-frozen-151118-26","SRA","Homo sapiens",1,GPL18573,GSE96769;GSE96772,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX2650971",SRX2650971,"Jason Daniel Buenrostro","Apr 26, 2018"
GSM2541675,"singles-BM0828-CMP-frozen-151118-27","SRA","Homo sapiens",1,GPL18573,GSE96769;GSE96772,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX2650972",SRX2650972,"Jason Daniel Buenrostro","Apr 26, 2018"
GSM2541676,"singles-BM0828-CMP-frozen-151118-28","SRA","Homo sapiens",1,GPL18573,GSE96769;GSE96772,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX2650973",SRX2650973,"Jason Daniel Buenrostro","Apr 26, 2018"
GSM2541677,"singles-BM0828-CMP-frozen-151118-29","SRA","Homo sapiens",1,GPL18573,GSE96769;GSE96772,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX2650974",SRX2650974,"Jason Daniel Buenrostro","Apr 26, 2018"
GSM2541678,"singles-BM0828-CMP-frozen-151118-30","SRA","Homo sapiens",1,GPL18573,GSE96769;GSE96772,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX2650975",SRX2650975,"Jason Daniel Buenrostro","Apr 26, 2018"
GSM2541679,"singles-BM0828-CMP-frozen-151118-31","SRA","Homo sapiens",1,GPL18573,GSE96769;GSE96772,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX2650976",SRX2650976,"Jason Daniel Buenrostro","Apr 26, 2018"
GSM2541680,"singles-BM0828-CMP-frozen-151118-32","SRA","Homo sapiens",1,GPL18573,GSE96769;GSE96772,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX2650977",SRX2650977,"Jason Daniel Buenrostro","Apr 26, 2018"
GSM2541681,"singles-BM0828-CMP-frozen-151118-33","SRA","Homo sapiens",1,GPL18573,GSE96769;GSE96772,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX2650978",SRX2650978,"Jason Daniel Buenrostro","Apr 26, 2018"
GSM2541682,"singles-BM0828-CMP-frozen-151118-34","SRA","Homo sapiens",1,GPL18573,GSE96769;GSE96772,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX2650979",SRX2650979,"Jason Daniel Buenrostro","Apr 26, 2018"
GSM2541683,"singles-BM0828-CMP-frozen-151118-35","SRA","Homo sapiens",1,GPL18573,GSE96769;GSE96772,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX2650980",SRX2650980,"Jason Daniel Buenrostro","Apr 26, 2018"
GSM2541684,"singles-BM0828-CMP-frozen-151118-36","SRA","Homo sapiens",1,GPL18573,GSE96769;GSE96772,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX2650981",SRX2650981,"Jason Daniel Buenrostro","Apr 26, 2018"
GSM2541685,"singles-BM0828-CMP-frozen-151118-37","SRA","Homo sapiens",1,GPL18573,GSE96769;GSE96772,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX2650982",SRX2650982,"Jason Daniel Buenrostro","Apr 26, 2018"
GSM2541686,"singles-BM0828-CMP-frozen-151118-38","SRA","Homo sapiens",1,GPL18573,GSE96769;GSE96772,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX2650983",SRX2650983,"Jason Daniel Buenrostro","Apr 26, 2018"
GSM2541687,"singles-BM0828-CMP-frozen-151118-39","SRA","Homo sapiens",1,GPL18573,GSE96769;GSE96772,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX2650984",SRX2650984,"Jason Daniel Buenrostro","Apr 26, 2018"
GSM2541688,"singles-BM0828-CMP-frozen-151118-40","SRA","Homo sapiens",1,GPL18573,GSE96769;GSE96772,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX2650985",SRX2650985,"Jason Daniel Buenrostro","Apr 26, 2018"
GSM2541689,"singles-BM0828-CMP-frozen-151118-41","SRA","Homo sapiens",1,GPL18573,GSE96769;GSE96772,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX2650986",SRX2650986,"Jason Daniel Buenrostro","Apr 26, 2018"
GSM2541690,"singles-BM0828-CMP-frozen-151118-42","SRA","Homo sapiens",1,GPL18573,GSE96769;GSE96772,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX2650987",SRX2650987,"Jason Daniel Buenrostro","Apr 26, 2018"
