"Run"	"Sample Name"	"Title"	"Cell_type"	"Donor"	"Assay Type"	"AvgSpotLen"	"Bases"	"BioProject"	"BioSample"	"Bytes"	"Center Name"	"Consent"	"DATASTORE filetype"	"DATASTORE provider"	"DATASTORE region"	"Experiment"	"GEO_Accession (exp)"	"Instrument"	"LibraryLayout"	"LibrarySelection"	"LibrarySource"	"Organism"	"Platform"	"ReleaseDate"	"source_name"	"SRA Study"	"discard"
"SRR5354832"	"GSM2541760"	"BM1077-GMP-Frozen-160107-16"	"GMP"	"BM1077"	"ATAC-seq"	152	29562632	"PRJNA379613"	"SAMN06616138"	7902994	"GEO"	"public"	"fastq,sra"	"gs,s3"	"gs.US,s3.us-east-1"	"SRX2651057"	"GSM2541760"	"NextSeq 500"	"PAIRED"	"other"	"GENOMIC"	"Homo sapiens"	"ILLUMINA"	"2018-04-29T00:00:00Z"	"Bone Marrow CD34+"	"SRP102089"	FALSE
"SRR5355448"	"GSM2542381"	"BM1077-CLP-Frozen-160106-61"	"CLP"	"BM1077"	"ATAC-seq"	152	20811080	"PRJNA379613"	"SAMN06615232"	6009474	"GEO"	"public"	"sra,fastq"	"s3,gs"	"gs.US,s3.us-east-1"	"SRX2651673"	"GSM2542381"	"NextSeq 500"	"PAIRED"	"other"	"GENOMIC"	"Homo sapiens"	"ILLUMINA"	"2018-04-29T00:00:00Z"	"Bone Marrow CD34+"	"SRP102089"	FALSE
"SRR5353607"	"GSM2540529"	"singles-BM0106-HSC-SIM-160219-39"	"HSC"	"BM0106"	"ATAC-seq"	152	19504944	"PRJNA379613"	"SAMN06613332"	8203914	"GEO"	"public"	"fastq,sra"	"gs,s3"	"gs.US,s3.us-east-1"	"SRX2649832"	"GSM2540529"	"NextSeq 500"	"PAIRED"	"other"	"GENOMIC"	"Homo sapiens"	"ILLUMINA"	"2018-04-29T00:00:00Z"	"Bone Marrow CD34+"	"SRP102089"	FALSE
"SRR3986215"	"GSM2255292"	"singles-PB1022-mono-160128-95"	"Mono"	"PB1022"	"OTHER"	152	27676160	"PRJNA299657"	"SAMN05462771"	10539653	"GEO"	"public"	"fastq,sra"	"gs,s3"	"s3.us-east-1,gs.US"	"SRX1988233"	"GSM2255292"	"NextSeq 500"	"PAIRED"	"other"	"GENOMIC"	"Homo sapiens"	"ILLUMINA"	"2016-08-22T00:00:00Z"	"Monocyte"	"SRP065190"	FALSE
"SRR5355967"	"GSM2542900"	"singles-160808-scATAC-BM1137-GMP2mid-LS-4"	"GMP"	"BM1137"	"ATAC-seq"	152	30198296	"PRJNA379613"	"SAMN06615853"	12078913	"GEO"	"public"	"sra,fastq"	"s3,gs"	"s3.us-east-1,gs.US"	"SRX2652192"	"GSM2542900"	"NextSeq 500"	"PAIRED"	"other"	"GENOMIC"	"Homo sapiens"	"ILLUMINA"	"2018-04-29T00:00:00Z"	"Bone Marrow CD34+"	"SRP102089"	FALSE
"SRR5353837"	"GSM2540759"	"singles-BM0828-HSC-frozen-151027-77"	"HSC"	"BM0828"	"ATAC-seq"	152	19010032	"PRJNA379613"	"SAMN06613974"	6866465	"GEO"	"public"	"fastq,sra"	"s3,gs"	"s3.us-east-1,gs.US"	"SRX2650062"	"GSM2540759"	"NextSeq 500"	"PAIRED"	"other"	"GENOMIC"	"Homo sapiens"	"ILLUMINA"	"2018-04-29T00:00:00Z"	"Bone Marrow CD34+"	"SRP102089"	FALSE
"SRR5355730"	"GSM2542663"	"singles-BM1214-MCP-frozen-160128-55"	"pDC"	"BM1214"	"ATAC-seq"	152	35881576	"PRJNA379613"	"SAMN06615989"	12232368	"GEO"	"public"	"fastq,sra"	"s3,gs"	"gs.US,s3.us-east-1"	"SRX2651955"	"GSM2542663"	"NextSeq 500"	"PAIRED"	"other"	"GENOMIC"	"Homo sapiens"	"ILLUMINA"	"2018-04-29T00:00:00Z"	"Bone Marrow CD34+"	"SRP102089"	FALSE
"SRR5353724"	"GSM2540646"	"singles-BM0828-HSC-fresh-151027-60"	"HSC"	"BM0828"	"ATAC-seq"	152	26015408	"PRJNA379613"	"SAMN06613391"	9152488	"GEO"	"public"	"sra,fastq"	"gs,s3"	"s3.us-east-1,gs.US"	"SRX2649949"	"GSM2540646"	"NextSeq 500"	"PAIRED"	"other"	"GENOMIC"	"Homo sapiens"	"ILLUMINA"	"2018-04-29T00:00:00Z"	"Bone Marrow CD34+"	"SRP102089"	FALSE
"SRR5354702"	"GSM2541630"	"singles-20160726-scATAC-BM1214-CMP-LS-78"	"CMP"	"BM1214"	"ATAC-seq"	152	17252304	"PRJNA379613"	"SAMN06614290"	6961764	"GEO"	"public"	"sra,fastq"	"gs,s3"	"s3.us-east-1,gs.US"	"SRX2650927"	"GSM2541630"	"NextSeq 500"	"PAIRED"	"other"	"GENOMIC"	"Homo sapiens"	"ILLUMINA"	"2018-04-29T00:00:00Z"	"Bone Marrow CD34+"	"SRP102089"	FALSE
"SRR5354937"	"GSM2541865"	"singles-BM0828-GMP-151027-25"	"GMP"	"BM0828"	"ATAC-seq"	152	8731184	"PRJNA379613"	"SAMN06614774"	4548557	"GEO"	"public"	"fastq,sra"	"gs,s3"	"s3.us-east-1,gs.US"	"SRX2651162"	"GSM2541865"	"NextSeq 500"	"PAIRED"	"other"	"GENOMIC"	"Homo sapiens"	"ILLUMINA"	"2018-04-29T00:00:00Z"	"Bone Marrow CD34+"	"SRP102089"	FALSE
"SRR5354394"	"GSM2541316"	"singles-20160617-scATAC-BM1077-CMP-HYC-58"	"CMP"	"BM1077"	"ATAC-seq"	152	20180888	"PRJNA379613"	"SAMN06613553"	6744220	"GEO"	"public"	"fastq,sra"	"gs,s3"	"s3.us-east-1,gs.US"	"SRX2650619"	"GSM2541316"	"NextSeq 500"	"PAIRED"	"other"	"GENOMIC"	"Homo sapiens"	"ILLUMINA"	"2018-04-29T00:00:00Z"	"Bone Marrow CD34+"	"SRP102089"	FALSE
"SRR5353635"	"GSM2540557"	"singles-BM0106-HSC-SIM-160219-67"	"HSC"	"BM0106"	"ATAC-seq"	152	20674584	"PRJNA379613"	"SAMN06613522"	8561229	"GEO"	"public"	"sra,fastq"	"s3,gs"	"s3.us-east-1,gs.US"	"SRX2649860"	"GSM2540557"	"NextSeq 500"	"PAIRED"	"other"	"GENOMIC"	"Homo sapiens"	"ILLUMINA"	"2018-04-29T00:00:00Z"	"Bone Marrow CD34+"	"SRP102089"	FALSE
"SRR5353993"	"GSM2540915"	"singles-BM0828-MPP-frozen-151103-41"	"MPP"	"BM0828"	"ATAC-seq"	152	28648808	"PRJNA379613"	"SAMN06613843"	9909345	"GEO"	"public"	"fastq,sra"	"gs,s3"	"gs.US,s3.us-east-1"	"SRX2650218"	"GSM2540915"	"NextSeq 500"	"PAIRED"	"other"	"GENOMIC"	"Homo sapiens"	"ILLUMINA"	"2018-04-29T00:00:00Z"	"Bone Marrow CD34+"	"SRP102089"	FALSE
"SRR3986161"	"GSM2255238"	"singles-PB1022-mono-160128-41"	"Mono"	"PB1022"	"OTHER"	152	22761848	"PRJNA299657"	"SAMN05462767"	9261650	"GEO"	"public"	"sra,fastq"	"gs,s3"	"s3.us-east-1,gs.US"	"SRX1988179"	"GSM2255238"	"NextSeq 500"	"PAIRED"	"other"	"GENOMIC"	"Homo sapiens"	"ILLUMINA"	"2016-08-22T00:00:00Z"	"Monocyte"	"SRP065190"	FALSE
"SRR5354144"	"GSM2541066"	"singles-BM0828-LMPP-frozen-151105-96"	"LMPP"	"BM0828"	"ATAC-seq"	152	29090064	"PRJNA379613"	"SAMN06614021"	9896623	"GEO"	"public"	"sra,fastq"	"gs,s3"	"s3.us-east-1,gs.US"	"SRX2650369"	"GSM2541066"	"NextSeq 500"	"PAIRED"	"other"	"GENOMIC"	"Homo sapiens"	"ILLUMINA"	"2018-04-29T00:00:00Z"	"Bone Marrow CD34+"	"SRP102089"	FALSE
"SRR5355838"	"GSM2542771"	"singles-BM0106-UNK-160418-67"	"unknown"	"BM0106"	"ATAC-seq"	152	36335752	"PRJNA379613"	"SAMN06615627"	12514027	"GEO"	"public"	"sra,fastq"	"gs,s3"	"s3.us-east-1,gs.US"	"SRX2652063"	"GSM2542771"	"NextSeq 500"	"PAIRED"	"other"	"GENOMIC"	"Homo sapiens"	"ILLUMINA"	"2018-04-29T00:00:00Z"	"Bone Marrow CD34+"	"SRP102089"	FALSE
"SRR5354989"	"GSM2541917"	"singles-BM0828-GMP-151027-77"	"GMP"	"BM0828"	"ATAC-seq"	152	7513512	"PRJNA379613"	"SAMN06614824"	4043109	"GEO"	"public"	"fastq,sra"	"s3,gs"	"s3.us-east-1,gs.US"	"SRX2651214"	"GSM2541917"	"NextSeq 500"	"PAIRED"	"other"	"GENOMIC"	"Homo sapiens"	"ILLUMINA"	"2018-04-29T00:00:00Z"	"Bone Marrow CD34+"	"SRP102089"	FALSE
"SRR5355823"	"GSM2542756"	"singles-BM0106-UNK-160418-52"	"unknown"	"BM0106"	"ATAC-seq"	152	61498896	"PRJNA379613"	"SAMN06615703"	23510152	"GEO"	"public"	"fastq,sra"	"gs,s3"	"s3.us-east-1,gs.US"	"SRX2652048"	"GSM2542756"	"NextSeq 500"	"PAIRED"	"other"	"GENOMIC"	"Homo sapiens"	"ILLUMINA"	"2018-04-29T00:00:00Z"	"Bone Marrow CD34+"	"SRP102089"	FALSE
"SRR5353709"	"GSM2540631"	"singles-BM0828-HSC-fresh-151027-45"	"HSC"	"BM0828"	"ATAC-seq"	152	18866696	"PRJNA379613"	"SAMN06613422"	6270817	"GEO"	"public"	"fastq,sra"	"gs,s3"	"s3.us-east-1,gs.US"	"SRX2649934"	"GSM2540631"	"NextSeq 500"	"PAIRED"	"other"	"GENOMIC"	"Homo sapiens"	"ILLUMINA"	"2018-04-29T00:00:00Z"	"Bone Marrow CD34+"	"SRP102089"	FALSE
"SRR5355825"	"GSM2542758"	"singles-BM0106-UNK-160418-54"	"unknown"	"BM0106"	"ATAC-seq"	152	54574688	"PRJNA379613"	"SAMN06615701"	20082500	"GEO"	"public"	"sra,fastq"	"gs,s3"	"s3.us-east-1,gs.US"	"SRX2652050"	"GSM2542758"	"NextSeq 500"	"PAIRED"	"other"	"GENOMIC"	"Homo sapiens"	"ILLUMINA"	"2018-04-29T00:00:00Z"	"Bone Marrow CD34+"	"SRP102089"	FALSE
"SRR5354260"	"GSM2541182"	"singles-160819-BM1137-CMP-LS-20"	"CMP"	"BM1137"	"ATAC-seq"	152	11719504	"PRJNA379613"	"SAMN06613822"	4402297	"GEO"	"public"	"sra,fastq"	"gs,s3"	"s3.us-east-1,gs.US"	"SRX2650485"	"GSM2541182"	"NextSeq 500"	"PAIRED"	"other"	"GENOMIC"	"Homo sapiens"	"ILLUMINA"	"2018-04-29T00:00:00Z"	"Bone Marrow CD34+"	"SRP102089"	FALSE
"SRR5353637"	"GSM2540559"	"singles-BM0106-HSC-SIM-160219-69"	"HSC"	"BM0106"	"ATAC-seq"	152	19813960	"PRJNA379613"	"SAMN06613520"	7952666	"GEO"	"public"	"fastq,sra"	"gs,s3"	"s3.us-east-1,gs.US"	"SRX2649862"	"GSM2540559"	"NextSeq 500"	"PAIRED"	"other"	"GENOMIC"	"Homo sapiens"	"ILLUMINA"	"2018-04-29T00:00:00Z"	"Bone Marrow CD34+"	"SRP102089"	FALSE
"SRR3986169"	"GSM2255246"	"singles-PB1022-mono-160128-49"	"Mono"	"PB1022"	"OTHER"	152	17684592	"PRJNA299657"	"SAMN05462759"	6789060	"GEO"	"public"	"sra,fastq"	"gs,s3"	"gs.US,s3.us-east-1"	"SRX1988187"	"GSM2255246"	"NextSeq 500"	"PAIRED"	"other"	"GENOMIC"	"Homo sapiens"	"ILLUMINA"	"2016-08-22T00:00:00Z"	"Monocyte"	"SRP065190"	FALSE
"SRR5353899"	"GSM2540821"	"BM1077-MPP-Frozen-160105-43"	"MPP"	"BM1077"	"ATAC-seq"	152	18871104	"PRJNA379613"	"SAMN06613677"	5339117	"GEO"	"public"	"fastq,sra"	"s3,gs"	"gs.US,s3.us-east-1"	"SRX2650124"	"GSM2540821"	"NextSeq 500"	"PAIRED"	"other"	"GENOMIC"	"Homo sapiens"	"ILLUMINA"	"2018-04-29T00:00:00Z"	"Bone Marrow CD34+"	"SRP102089"	FALSE
"SRR5355228"	"GSM2542161"	"singles-BM0828-MEP-160420-33"	"MEP"	"BM0828"	"ATAC-seq"	152	40110672	"PRJNA379613"	"SAMN06615288"	15486737	"GEO"	"public"	"sra,fastq"	"gs,s3"	"gs.US,s3.us-east-1"	"SRX2651453"	"GSM2542161"	"NextSeq 500"	"PAIRED"	"other"	"GENOMIC"	"Homo sapiens"	"ILLUMINA"	"2018-04-29T00:00:00Z"	"Bone Marrow CD34+"	"SRP102089"	FALSE
"SRR5353935"	"GSM2540857"	"BM1077-MPP-Frozen-160105-79"	"MPP"	"BM1077"	"ATAC-seq"	152	26687856	"PRJNA379613"	"SAMN06614073"	7532787	"GEO"	"public"	"sra,fastq"	"gs,s3"	"gs.US,s3.us-east-1"	"SRX2650160"	"GSM2540857"	"NextSeq 500"	"PAIRED"	"other"	"GENOMIC"	"Homo sapiens"	"ILLUMINA"	"2018-04-29T00:00:00Z"	"Bone Marrow CD34+"	"SRP102089"	FALSE
"SRR3986098"	"GSM2255175"	"BM1077-LMPP-Frozen-160107-74"	"LMPP"	"BM1077"	"OTHER"	152	46177448	"PRJNA299657"	"SAMN05462959"	12068914	"GEO"	"public"	"sra,fastq"	"gs,s3"	"s3.us-east-1,gs.US"	"SRX1988116"	"GSM2255175"	"NextSeq 500"	"PAIRED"	"other"	"GENOMIC"	"Homo sapiens"	"ILLUMINA"	"2016-08-22T00:00:00Z"	"LMPP"	"SRP065190"	FALSE
"SRR5355465"	"GSM2542398"	"BM1077-CLP-Frozen-160106-78"	"CLP"	"BM1077"	"ATAC-seq"	152	21322864	"PRJNA379613"	"SAMN06615241"	6470246	"GEO"	"public"	"fastq,sra"	"gs,s3"	"s3.us-east-1,gs.US"	"SRX2651690"	"GSM2542398"	"NextSeq 500"	"PAIRED"	"other"	"GENOMIC"	"Homo sapiens"	"ILLUMINA"	"2018-04-29T00:00:00Z"	"Bone Marrow CD34+"	"SRP102089"	FALSE
"SRR5354038"	"GSM2540960"	"singles-BM0828-MPP-frozen-151103-86"	"MPP"	"BM0828"	"ATAC-seq"	152	39080568	"PRJNA379613"	"SAMN06614580"	13592584	"GEO"	"public"	"sra,fastq"	"gs,s3"	"s3.us-east-1,gs.US"	"SRX2650263"	"GSM2540960"	"NextSeq 500"	"PAIRED"	"other"	"GENOMIC"	"Homo sapiens"	"ILLUMINA"	"2018-04-29T00:00:00Z"	"Bone Marrow CD34+"	"SRP102089"	FALSE
"SRR5354283"	"GSM2541205"	"singles-160819-BM1137-CMP-LS-43"	"CMP"	"BM1137"	"ATAC-seq"	152	8221376	"PRJNA379613"	"SAMN06613796"	3114342	"GEO"	"public"	"sra,fastq"	"gs,s3"	"gs.US,s3.us-east-1"	"SRX2650508"	"GSM2541205"	"NextSeq 500"	"PAIRED"	"other"	"GENOMIC"	"Homo sapiens"	"ILLUMINA"	"2018-04-29T00:00:00Z"	"Bone Marrow CD34+"	"SRP102089"	FALSE
"SRR5354117"	"GSM2541039"	"singles-BM0828-LMPP-frozen-151105-69"	"LMPP"	"BM0828"	"ATAC-seq"	152	26031368	"PRJNA379613"	"SAMN06613591"	9082365	"GEO"	"public"	"sra,fastq"	"s3,gs"	"s3.us-east-1,gs.US"	"SRX2650342"	"GSM2541039"	"NextSeq 500"	"PAIRED"	"other"	"GENOMIC"	"Homo sapiens"	"ILLUMINA"	"2018-04-29T00:00:00Z"	"Bone Marrow CD34+"	"SRP102089"	FALSE
"SRR5355508"	"GSM2542441"	"singles-BM0828-CLP-frozen-151103-25"	"CLP"	"BM0828"	"ATAC-seq"	152	27119840	"PRJNA379613"	"SAMN06615056"	8825637	"GEO"	"public"	"sra,fastq"	"gs,s3"	"gs.US,s3.us-east-1"	"SRX2651733"	"GSM2542441"	"NextSeq 500"	"PAIRED"	"other"	"GENOMIC"	"Homo sapiens"	"ILLUMINA"	"2018-04-29T00:00:00Z"	"Bone Marrow CD34+"	"SRP102089"	FALSE
"SRR5355470"	"GSM2542403"	"BM1077-CLP-Frozen-160106-83"	"CLP"	"BM1077"	"ATAC-seq"	152	20145168	"PRJNA379613"	"SAMN06615346"	5448734	"GEO"	"public"	"fastq,sra"	"gs,s3"	"s3.us-east-1,gs.US"	"SRX2651695"	"GSM2542403"	"NextSeq 500"	"PAIRED"	"other"	"GENOMIC"	"Homo sapiens"	"ILLUMINA"	"2018-04-29T00:00:00Z"	"Bone Marrow CD34+"	"SRP102089"	FALSE
"SRR5354004"	"GSM2540926"	"singles-BM0828-MPP-frozen-151103-52"	"MPP"	"BM0828"	"ATAC-seq"	152	32876080	"PRJNA379613"	"SAMN06613938"	12071621	"GEO"	"public"	"fastq,sra"	"s3,gs"	"gs.US,s3.us-east-1"	"SRX2650229"	"GSM2540926"	"NextSeq 500"	"PAIRED"	"other"	"GENOMIC"	"Homo sapiens"	"ILLUMINA"	"2018-04-29T00:00:00Z"	"Bone Marrow CD34+"	"SRP102089"	FALSE
"SRR5355529"	"GSM2542462"	"singles-BM0828-CLP-frozen-151103-46"	"CLP"	"BM0828"	"ATAC-seq"	152	27504552	"PRJNA379613"	"SAMN06615035"	8544530	"GEO"	"public"	"sra,fastq"	"s3,gs"	"gs.US,s3.us-east-1"	"SRX2651754"	"GSM2542462"	"NextSeq 500"	"PAIRED"	"other"	"GENOMIC"	"Homo sapiens"	"ILLUMINA"	"2018-04-29T00:00:00Z"	"Bone Marrow CD34+"	"SRP102089"	FALSE
"SRR3986073"	"GSM2255151"	"BM1077-LMPP-Frozen-160107-50"	"LMPP"	"BM1077"	"OTHER"	152	53501720	"PRJNA299657"	"SAMN05462983"	14479612	"GEO"	"public"	"fastq,sra"	"gs,s3"	"s3.us-east-1,gs.US"	"SRX1988092"	"GSM2255151"	"NextSeq 500"	"PAIRED"	"other"	"GENOMIC"	"Homo sapiens"	"ILLUMINA"	"2016-08-22T00:00:00Z"	"LMPP"	"SRP065190"	FALSE
"SRR5355793"	"GSM2542726"	"singles-BM0106-UNK-160418-22"	"unknown"	"BM0106"	"ATAC-seq"	152	56226320	"PRJNA379613"	"SAMN06615524"	20725894	"GEO"	"public"	"fastq,sra"	"gs,s3"	"s3.us-east-1,gs.US"	"SRX2652018"	"GSM2542726"	"NextSeq 500"	"PAIRED"	"other"	"GENOMIC"	"Homo sapiens"	"ILLUMINA"	"2018-04-29T00:00:00Z"	"Bone Marrow CD34+"	"SRP102089"	FALSE
"SRR5353665"	"GSM2540587"	"singles-BM0828-HSC-fresh-151027-1"	"HSC"	"BM0828"	"ATAC-seq"	152	22098520	"PRJNA379613"	"SAMN06613200"	7401986	"GEO"	"public"	"fastq,sra"	"s3,gs"	"gs.US,s3.us-east-1"	"SRX2649890"	"GSM2540587"	"NextSeq 500"	"PAIRED"	"other"	"GENOMIC"	"Homo sapiens"	"ILLUMINA"	"2018-04-29T00:00:00Z"	"Bone Marrow CD34+"	"SRP102089"	FALSE
"SRR5354055"	"GSM2540977"	"singles-BM0828-LMPP-frozen-151105-7"	"LMPP"	"BM0828"	"ATAC-seq"	152	21486872	"PRJNA379613"	"SAMN06613634"	7171387	"GEO"	"public"	"fastq,sra"	"gs,s3"	"gs.US,s3.us-east-1"	"SRX2650280"	"GSM2540977"	"NextSeq 500"	"PAIRED"	"other"	"GENOMIC"	"Homo sapiens"	"ILLUMINA"	"2018-04-29T00:00:00Z"	"Bone Marrow CD34+"	"SRP102089"	FALSE
"SRR5354961"	"GSM2541889"	"singles-BM0828-GMP-151027-49"	"GMP"	"BM0828"	"ATAC-seq"	152	9644856	"PRJNA379613"	"SAMN06614750"	5235594	"GEO"	"public"	"fastq,sra"	"gs,s3"	"s3.us-east-1,gs.US"	"SRX2651186"	"GSM2541889"	"NextSeq 500"	"PAIRED"	"other"	"GENOMIC"	"Homo sapiens"	"ILLUMINA"	"2018-04-29T00:00:00Z"	"Bone Marrow CD34+"	"SRP102089"	FALSE
"SRR5353556"	"GSM2540478"	"singles-BM0106-HSC-LS-160219-84"	"HSC"	"BM0106"	"ATAC-seq"	152	16124920	"PRJNA379613"	"SAMN06613218"	6331538	"GEO"	"public"	"sra,fastq"	"s3,gs"	"s3.us-east-1,gs.US"	"SRX2649781"	"GSM2540478"	"NextSeq 500"	"PAIRED"	"other"	"GENOMIC"	"Homo sapiens"	"ILLUMINA"	"2018-04-29T00:00:00Z"	"Bone Marrow CD34+"	"SRP102089"	FALSE
"SRR5356030"	"GSM2542963"	"singles-160808-scATAC-BM1137-GMP2mid-LS-67"	"GMP"	"BM1137"	"ATAC-seq"	152	5357544	"PRJNA379613"	"SAMN06615134"	2250023	"GEO"	"public"	"sra,fastq"	"gs,s3"	"s3.us-east-1,gs.US"	"SRX2652255"	"GSM2542963"	"NextSeq 500"	"PAIRED"	"other"	"GENOMIC"	"Homo sapiens"	"ILLUMINA"	"2018-04-29T00:00:00Z"	"Bone Marrow CD34+"	"SRP102089"	FALSE
"SRR5355490"	"GSM2542423"	"singles-BM0828-CLP-frozen-151103-7"	"CLP"	"BM0828"	"ATAC-seq"	152	26916768	"PRJNA379613"	"SAMN06614984"	8759518	"GEO"	"public"	"sra,fastq"	"gs,s3"	"gs.US,s3.us-east-1"	"SRX2651715"	"GSM2542423"	"NextSeq 500"	"PAIRED"	"other"	"GENOMIC"	"Homo sapiens"	"ILLUMINA"	"2018-04-29T00:00:00Z"	"Bone Marrow CD34+"	"SRP102089"	FALSE
"SRR5354668"	"GSM2541596"	"singles-20160726-scATAC-BM1214-CMP-LS-44"	"CMP"	"BM1214"	"ATAC-seq"	152	35377392	"PRJNA379613"	"SAMN06614369"	14103547	"GEO"	"public"	"sra,fastq"	"s3,gs"	"gs.US,s3.us-east-1"	"SRX2650893"	"GSM2541596"	"NextSeq 500"	"PAIRED"	"other"	"GENOMIC"	"Homo sapiens"	"ILLUMINA"	"2018-04-29T00:00:00Z"	"Bone Marrow CD34+"	"SRP102089"	FALSE
"SRR5353803"	"GSM2540725"	"singles-BM0828-HSC-frozen-151027-43"	"HSC"	"BM0828"	"ATAC-seq"	152	22875696	"PRJNA379613"	"SAMN06614713"	8056116	"GEO"	"public"	"sra,fastq"	"s3,gs"	"gs.US,s3.us-east-1"	"SRX2650028"	"GSM2540725"	"NextSeq 500"	"PAIRED"	"other"	"GENOMIC"	"Homo sapiens"	"ILLUMINA"	"2018-04-29T00:00:00Z"	"Bone Marrow CD34+"	"SRP102089"	FALSE
"SRR5354232"	"GSM2541154"	"BM1077-CMP-Frozen-160106-88"	"CMP"	"BM1077"	"ATAC-seq"	152	25751992	"PRJNA379613"	"SAMN06613763"	6882686	"GEO"	"public"	"fastq,sra"	"s3,gs"	"gs.US,s3.us-east-1"	"SRX2650457"	"GSM2541154"	"NextSeq 500"	"PAIRED"	"other"	"GENOMIC"	"Homo sapiens"	"ILLUMINA"	"2018-04-29T00:00:00Z"	"Bone Marrow CD34+"	"SRP102089"	FALSE
"SRR5354934"	"GSM2541862"	"singles-BM0828-GMP-151027-22"	"GMP"	"BM0828"	"ATAC-seq"	152	6468056	"PRJNA379613"	"SAMN06614777"	3569918	"GEO"	"public"	"fastq,sra"	"gs,s3"	"s3.us-east-1,gs.US"	"SRX2651159"	"GSM2541862"	"NextSeq 500"	"PAIRED"	"other"	"GENOMIC"	"Homo sapiens"	"ILLUMINA"	"2018-04-29T00:00:00Z"	"Bone Marrow CD34+"	"SRP102089"	FALSE
"SRR3986178"	"GSM2255255"	"singles-PB1022-mono-160128-58"	"Mono"	"PB1022"	"OTHER"	152	9616128	"PRJNA299657"	"SAMN05462750"	3808391	"GEO"	"public"	"fastq,sra"	"s3,gs"	"s3.us-east-1,gs.US"	"SRX1988196"	"GSM2255255"	"NextSeq 500"	"PAIRED"	"other"	"GENOMIC"	"Homo sapiens"	"ILLUMINA"	"2016-08-22T00:00:00Z"	"Monocyte"	"SRP065190"	FALSE
"SRR5353821"	"GSM2540743"	"singles-BM0828-HSC-frozen-151027-61"	"HSC"	"BM0828"	"ATAC-seq"	152	21673224	"PRJNA379613"	"SAMN06613696"	7772991	"GEO"	"public"	"fastq,sra"	"gs,s3"	"s3.us-east-1,gs.US"	"SRX2650046"	"GSM2540743"	"NextSeq 500"	"PAIRED"	"other"	"GENOMIC"	"Homo sapiens"	"ILLUMINA"	"2018-04-29T00:00:00Z"	"Bone Marrow CD34+"	"SRP102089"	FALSE
"SRR5353725"	"GSM2540647"	"singles-BM0828-HSC-fresh-151027-61"	"HSC"	"BM0828"	"ATAC-seq"	152	23657888	"PRJNA379613"	"SAMN06613390"	8684383	"GEO"	"public"	"sra,fastq"	"gs,s3"	"gs.US,s3.us-east-1"	"SRX2649950"	"GSM2540647"	"NextSeq 500"	"PAIRED"	"other"	"GENOMIC"	"Homo sapiens"	"ILLUMINA"	"2018-04-29T00:00:00Z"	"Bone Marrow CD34+"	"SRP102089"	FALSE
"SRR5353904"	"GSM2540826"	"BM1077-MPP-Frozen-160105-48"	"MPP"	"BM1077"	"ATAC-seq"	152	19295032	"PRJNA379613"	"SAMN06613674"	5720773	"GEO"	"public"	"fastq,sra"	"gs,s3"	"s3.us-east-1,gs.US"	"SRX2650129"	"GSM2540826"	"NextSeq 500"	"PAIRED"	"other"	"GENOMIC"	"Homo sapiens"	"ILLUMINA"	"2018-04-29T00:00:00Z"	"Bone Marrow CD34+"	"SRP102089"	FALSE
"SRR5354424"	"GSM2541346"	"singles-20160617-scATAC-BM1077-CMP-HYC-88"	"CMP"	"BM1077"	"ATAC-seq"	152	24831936	"PRJNA379613"	"SAMN06613891"	8497629	"GEO"	"public"	"sra,fastq"	"s3,gs"	"s3.us-east-1,gs.US"	"SRX2650649"	"GSM2541346"	"NextSeq 500"	"PAIRED"	"other"	"GENOMIC"	"Homo sapiens"	"ILLUMINA"	"2018-04-29T00:00:00Z"	"Bone Marrow CD34+"	"SRP102089"	FALSE
"SRR5356146"	"GSM2543079"	"singles-20160726-scATAC-BM1137-GMP3high-HYC-87"	"GMP"	"BM1137"	"ATAC-seq"	152	59091976	"PRJNA379613"	"SAMN06614900"	23400959	"GEO"	"public"	"sra,fastq"	"s3,gs"	"gs.US,s3.us-east-1"	"SRX2652371"	"GSM2543079"	"NextSeq 500"	"PAIRED"	"other"	"GENOMIC"	"Homo sapiens"	"ILLUMINA"	"2018-04-29T00:00:00Z"	"Bone Marrow CD34+"	"SRP102089"	FALSE
"SRR5354594"	"GSM2541522"	"singles-160822-BM1137-CMP-LS-66"	"CMP"	"BM1137"	"ATAC-seq"	152	11139320	"PRJNA379613"	"SAMN06614441"	4055149	"GEO"	"public"	"sra,fastq"	"gs,s3"	"s3.us-east-1,gs.US"	"SRX2650819"	"GSM2541522"	"NextSeq 500"	"PAIRED"	"other"	"GENOMIC"	"Homo sapiens"	"ILLUMINA"	"2018-04-29T00:00:00Z"	"Bone Marrow CD34+"	"SRP102089"	FALSE
"SRR5353895"	"GSM2540817"	"BM1077-MPP-Frozen-160105-39"	"MPP"	"BM1077"	"ATAC-seq"	152	21140920	"PRJNA379613"	"SAMN06614081"	6002586	"GEO"	"public"	"fastq,sra"	"s3,gs"	"gs.US,s3.us-east-1"	"SRX2650120"	"GSM2540817"	"NextSeq 500"	"PAIRED"	"other"	"GENOMIC"	"Homo sapiens"	"ILLUMINA"	"2018-04-29T00:00:00Z"	"Bone Marrow CD34+"	"SRP102089"	FALSE
